Run Number,Comment
43,testing the pulser again
44,testing the pulser again
45,testing the pulser again
46,testing the pulser again
47,testing the pulser again
48,testing the pulser again
59,testing the pulser again
60,testing the pulser again
131,No Surface Trigger / Component for GPS Surveying of stations
132,No Surface Trigger / Component for GPS Surveying of stations
148,"berm-top pulser, first test"
150,"berm-top pulser, deep trigger"
151,"berm-top pulser, chn6 trigger"
152,"berm-top pulser, chn6 trigger"
153,"berm-top pulser, chn6 trigger"
154,"berm-top pulser, chn6 trigger"
155,"berm-top pulser, chn6 trigger"
174,snowmobile going out to stations
175,snowmobile going out to stations
176,snowmobile going out to stations
177,snowmobile going out to stations
178,snowmobile going out to stations
179,snowmobile going out to stations
189,going out on the snowmobile
190,going out on the snowmobile
191,going out on the snowmobile
192,going out on the snowmobile
193,going out on the snowmobile
194,going out on the snowmobile
195,going out on the snowmobile
196,going out on the snowmobile
197,going out on the snowmobile
198,going out on the snowmobile
199,going out on the snowmobile
200,going out on the snowmobile
201,berm top pulsing
202,"berm top pulsing, channel1"
203,"berm top pulsing, channel1"
204,"berm top pulsing, channel1"
205,"berm top pulsing, channel1"
206,"berm top pulsing, channel1"
207,"berm top pulsing, channel1"
208,"berm top pulsing, channel1"
209,"berm top pulsing, channel1"
210,"berm top pulsing, channel1"
211,"berm top pulsing, channel1"
212,"berm top pulsing, channel1"
213,"berm top pulsing, channel1"
214,"berm top pulsing, channel1"
215,"berm top pulsing, channel1"
216,"berm top pulsing, channel1"
217,"berm top pulsing, nominal_triggers"
218,"berm top pulsing, nominal_triggers"
219,"berm top pulsing, nominal_triggers"
220,"berm top pulsing, nominal_triggers"
221,"berm top pulsing, nominal_triggers"
222,"berm top pulsing, nominal_triggers"
223,"berm top pulsing, nominal_triggers"
224,"berm top pulsing, nominal_triggers"
243,"gps surveying, surface amps off"
244,"gps surveying, surface amps off"
245,"gps surveying, surface amps off"
246,"gps surveying, surface amps off"
247,"gps surveying, surface amps off"
248,"gps surveying, surface amps off"
259,Pusling from West
260,Pusling from West
261,Pusling from South
262,Pusling from South
263,Pusling from East
264,Pusling from East
265,Pulsing from North
266,Pulsing from North
591,Trigger Rate > 2
592,Trigger Rate > 2
593,Trigger Rate > 2
594,Trigger Rate > 2
597,Trigger Rate > 2
661,"in situ pulsing, pulser 2 att=32"
662,"in situ pulsing, pulser 3 att=32"
663,"in situ pulsing, pulser 3 att=38"
664,"in situ pulsing, surface pulser att=38"
1004,Trigger Rate > 2
1005,Trigger Rate > 2
1006,Trigger Rate > 2
1007,Trigger Rate > 2
1008,Trigger Rate > 2
1009,Trigger Rate > 2
1010,Trigger Rate > 2
1011,Trigger Rate > 2
1012,Trigger Rate > 2
1013,Trigger Rate > 2
1027,Trigger Rate > 2
1028,Trigger Rate > 2
1033,Trigger Rate > 2
1034,Trigger Rate > 2
1035,Trigger Rate > 2
1036,Trigger Rate > 2
1037,Trigger Rate > 2
1059,Trigger Rate > 2
1100,"right before the first measurement and in between compass points snowmobile was on, which may've caused RF noise"
1101,"right before the first measurement and in between compass points snowmobile was on, which may've caused RF noise"
1130,Trigger Rate > 2
1185,
1186,
1189,
1190,
1221,Trigger Rate > 2
1233,Trigger Rate > 2
1245,Trigger Rate > 2
1257,Trigger Rate > 2
1262,Trigger Rate > 2
1282,Trigger Rate > 2
1293,Trigger Rate > 2
1334,Trigger Rate > 2
1371,Trigger Rate > 2
1659,Trigger Rate > 2
1671,Trigger Rate > 2
1699,Trigger Rate > 2
1701,Trigger Rate > 2
1720,Trigger Rate > 2
1725,"Calibration run (PA trigger, 0dB attenuation, fiber0, pulser)"
1726,"Calibration run (PA trigger, 0dB attenuation, fiber0, pulser)"
1727,"Calibration run (PA trigger, 5dB attenuation, fiber0, pulser)"
1728,"Calibration run (PA trigger, 10dB attenuation, fiber0, pulser)"
1729,"Calibration run (PA trigger, 10dB attenuation, fiber1, pulser)"
1730,"Calibration run (PA trigger, 5dB attenuation, fiber1, pulser)"
1731,"Calibration run (PA trigger, 0dB attenuation, fiber1, pulser)"
1732,"Calibration run (forced trigger, 5dB attenuation, fiber1, vco)"
1733,"Calibration run (forced trigger, 5dB attenuation, fiber0, vco)"
1744,"Calibration run (PPS trigger, 0dB attenuation, surface pulser, 1.4mus delay)"
1745,"Calibration run (PPS trigger, 0dB attenuation, surface pulser, 1.6mus delay)"
1746,"Calibration run (PPS trigger, 0dB attenuation, surface pulser, 1.8mus delay)"
1747,"Calibration run (PPS trigger, 0dB attenuation, surface pulser, 2.0mus delay)"
1748,"Calibration run (PPS trigger, 0dB attenuation, surface pulser, 2.2mus delay)"
1750,"Calibration run (PPS trigger, 0dB attenuation, surface pulser, pulser)"
1751,"Calibration run (PPS trigger, 0dB attenuation, surface pulser, pulser)"
1752,"Calibration run (PPS trigger, 0dB attenuation, surface pulser, pulser)"
1753,"Calibration run (PPS trigger, 1.8mus offset, 0dB attenuation, surface pulser)"
1754,"Calibration run (PPS trigger, 2.2mus offset, 0dB attenuation, surface pulser)"
